파일명,매칭결과,매칭된_노션출처,변환된키(디버깅용)
2012년(2013학년도) 사관학교 고3문과 7월 9 [3.00점] 이과.md,성공,2012년(2013학년도) 사관학교 고3문과 7월 9 [3.00점],2012년사관학교고3문과7월9
2012년(2013학년도) 사관학교 고3이과 7월 1 [2.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 1 [2.00점],2012년사관학교고3이과7월1
2012년(2013학년도) 사관학교 고3이과 7월 10 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 10 [3.00점],2012년사관학교고3이과7월10
2012년(2013학년도) 사관학교 고3이과 7월 11 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 11 [3.00점],2012년사관학교고3이과7월11
2012년(2013학년도) 사관학교 고3이과 7월 12 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 12 [3.00점],2012년사관학교고3이과7월12
2012년(2013학년도) 사관학교 고3이과 7월 13 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 13 [3.00점],2012년사관학교고3이과7월13
2012년(2013학년도) 사관학교 고3이과 7월 14 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 14 [3.00점],2012년사관학교고3이과7월14
2012년(2013학년도) 사관학교 고3이과 7월 15 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 15 [4.00점],2012년사관학교고3이과7월15
2012년(2013학년도) 사관학교 고3이과 7월 16 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 16 [4.00점],2012년사관학교고3이과7월16
2012년(2013학년도) 사관학교 고3이과 7월 17 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 17 [3.00점],2012년사관학교고3이과7월17
2012년(2013학년도) 사관학교 고3이과 7월 18 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 18 [4.00점],2012년사관학교고3이과7월18
2012년(2013학년도) 사관학교 고3이과 7월 19 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 19 [4.00점],2012년사관학교고3이과7월19
2012년(2013학년도) 사관학교 고3이과 7월 2 [2.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 2 [2.00점],2012년사관학교고3이과7월2
2012년(2013학년도) 사관학교 고3이과 7월 20 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 20 [4.00점],2012년사관학교고3이과7월20
2012년(2013학년도) 사관학교 고3이과 7월 21 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 21 [4.00점],2012년사관학교고3이과7월21
2012년(2013학년도) 사관학교 고3이과 7월 22 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 22 [4.00점],2012년사관학교고3이과7월22
2012년(2013학년도) 사관학교 고3이과 7월 23 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 23 [4.00점],2012년사관학교고3이과7월23
2012년(2013학년도) 사관학교 고3이과 7월 24 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 24 [4.00점],2012년사관학교고3이과7월24
2012년(2013학년도) 사관학교 고3이과 7월 25 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 25 [3.00점],2012년사관학교고3이과7월25
2012년(2013학년도) 사관학교 고3이과 7월 26 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 26 [3.00점],2012년사관학교고3이과7월26
2012년(2013학년도) 사관학교 고3이과 7월 27 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 27 [4.00점],2012년사관학교고3이과7월27
2012년(2013학년도) 사관학교 고3이과 7월 28 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 28 [4.00점],2012년사관학교고3이과7월28
2012년(2013학년도) 사관학교 고3이과 7월 29 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 29 [4.00점],2012년사관학교고3이과7월29
2012년(2013학년도) 사관학교 고3이과 7월 3 [2.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 3 [2.00점],2012년사관학교고3이과7월3
2012년(2013학년도) 사관학교 고3이과 7월 30 [4.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 30 [4.00점],2012년사관학교고3이과7월30
2012년(2013학년도) 사관학교 고3이과 7월 4 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 4 [3.00점],2012년사관학교고3이과7월4
2012년(2013학년도) 사관학교 고3이과 7월 5 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 5 [3.00점],2012년사관학교고3이과7월5
2012년(2013학년도) 사관학교 고3이과 7월 6 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 6 [3.00점],2012년사관학교고3이과7월6
2012년(2013학년도) 사관학교 고3이과 7월 7 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 7 [3.00점],2012년사관학교고3이과7월7
2012년(2013학년도) 사관학교 고3이과 7월 8 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 8 [3.00점],2012년사관학교고3이과7월8
2012년(2013학년도) 사관학교 고3이과 7월 9 [3.00점] 문과.md,성공,2012년(2013학년도) 사관학교 고3이과 7월 9 [3.00점],2012년사관학교고3이과7월9
2012년(2013학년도) 평가원 고3문과 11월 1 [2.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 1 [2.00점],2012년평가원고3문과11월1
2012년(2013학년도) 평가원 고3문과 11월 10 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 10 [3.00점],2012년평가원고3문과11월10
2012년(2013학년도) 평가원 고3문과 11월 11 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 11 [3.00점],2012년평가원고3문과11월11
2012년(2013학년도) 평가원 고3문과 11월 12 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 12 [3.00점],2012년평가원고3문과11월12
2012년(2013학년도) 평가원 고3문과 11월 13 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 13 [3.00점],2012년평가원고3문과11월13
2012년(2013학년도) 평가원 고3문과 11월 14 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 14 [4.00점],2012년평가원고3문과11월14
2012년(2013학년도) 평가원 고3문과 11월 15 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 15 [4.00점],2012년평가원고3문과11월15
2012년(2013학년도) 평가원 고3문과 11월 16 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 16 [4.00점],2012년평가원고3문과11월16
2012년(2013학년도) 평가원 고3문과 11월 17 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 17 [4.00점],2012년평가원고3문과11월17
2012년(2013학년도) 평가원 고3문과 11월 18 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 18 [4.00점],2012년평가원고3문과11월18
2012년(2013학년도) 평가원 고3문과 11월 19 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 19 [4.00점],2012년평가원고3문과11월19
2012년(2013학년도) 평가원 고3문과 11월 2 [2.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 2 [2.00점],2012년평가원고3문과11월2
2012년(2013학년도) 평가원 고3문과 11월 20 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 20 [4.00점],2012년평가원고3문과11월20
2012년(2013학년도) 평가원 고3문과 11월 21 [5.40점].md,성공,2012년(2013학년도) 평가원 고3문과 11월 21 [5.40점],2012년평가원고3문과11월21
2012년(2013학년도) 평가원 고3문과 11월 22 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 22 [3.00점],2012년평가원고3문과11월22
2012년(2013학년도) 평가원 고3문과 11월 23 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 23 [3.00점],2012년평가원고3문과11월23
2012년(2013학년도) 평가원 고3문과 11월 24 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 24 [3.00점],2012년평가원고3문과11월24
2012년(2013학년도) 평가원 고3문과 11월 25 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 25 [3.00점],2012년평가원고3문과11월25
2012년(2013학년도) 평가원 고3문과 11월 26.md,성공,2012년(2013학년도) 평가원 고3문과 11월 26,2012년평가원고3문과11월26
2012년(2013학년도) 평가원 고3문과 11월 27 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 27 [4.00점],2012년평가원고3문과11월27
2012년(2013학년도) 평가원 고3문과 11월 28.md,성공,2012년(2013학년도) 평가원 고3문과 11월 28,2012년평가원고3문과11월28
2012년(2013학년도) 평가원 고3문과 11월 29 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 29 [4.00점],2012년평가원고3문과11월29
2012년(2013학년도) 평가원 고3문과 11월 3 [2.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 3 [2.00점],2012년평가원고3문과11월3
2012년(2013학년도) 평가원 고3문과 11월 30 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 30 [4.00점],2012년평가원고3문과11월30
2012년(2013학년도) 평가원 고3문과 11월 4 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 4 [3.00점],2012년평가원고3문과11월4
2012년(2013학년도) 평가원 고3문과 11월 5 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 5 [3.00점],2012년평가원고3문과11월5
2012년(2013학년도) 평가원 고3문과 11월 6 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 6 [3.00점],2012년평가원고3문과11월6
2012년(2013학년도) 평가원 고3문과 11월 7 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 7 [3.00점],2012년평가원고3문과11월7
2012년(2013학년도) 평가원 고3문과 11월 8 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 8 [3.00점],2012년평가원고3문과11월8
2012년(2013학년도) 평가원 고3문과 11월 9 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 11월 9 [3.00점],2012년평가원고3문과11월9
2012년(2013학년도) 평가원 고3문과 6월 1 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 1 [2.00점],2012년평가원고3문과6월1
2012년(2013학년도) 평가원 고3문과 6월 10 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 10 [3.00점],2012년평가원고3문과6월10
2012년(2013학년도) 평가원 고3문과 6월 11 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 11 [3.00점],2012년평가원고3문과6월11
2012년(2013학년도) 평가원 고3문과 6월 12 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 12 [3.00점],2012년평가원고3문과6월12
2012년(2013학년도) 평가원 고3문과 6월 13 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 13 [3.00점],2012년평가원고3문과6월13
2012년(2013학년도) 평가원 고3문과 6월 14 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 14 [4.00점],2012년평가원고3문과6월14
2012년(2013학년도) 평가원 고3문과 6월 15 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 15 [4.00점],2012년평가원고3문과6월15
2012년(2013학년도) 평가원 고3문과 6월 16 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 16 [4.00점],2012년평가원고3문과6월16
2012년(2013학년도) 평가원 고3문과 6월 17.md,성공,2012년(2013학년도) 평가원 고3문과 6월 17,2012년평가원고3문과6월17
2012년(2013학년도) 평가원 고3문과 6월 18 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 18 [4.00점],2012년평가원고3문과6월18
2012년(2013학년도) 평가원 고3문과 6월 19 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 19 [4.00점],2012년평가원고3문과6월19
2012년(2013학년도) 평가원 고3문과 6월 20 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 20 [4.00점],2012년평가원고3문과6월20
2012년(2013학년도) 평가원 고3문과 6월 21 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 21 [4.00점],2012년평가원고3문과6월21
2012년(2013학년도) 평가원 고3문과 6월 22 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 22 [3.00점],2012년평가원고3문과6월22
2012년(2013학년도) 평가원 고3문과 6월 23 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 23 [3.00점],2012년평가원고3문과6월23
2012년(2013학년도) 평가원 고3문과 6월 24 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 24 [3.00점],2012년평가원고3문과6월24
2012년(2013학년도) 평가원 고3문과 6월 25 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 25 [3.00점],2012년평가원고3문과6월25
2012년(2013학년도) 평가원 고3문과 6월 26 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 26 [4.00점],2012년평가원고3문과6월26
2012년(2013학년도) 평가원 고3문과 6월 27 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 27 [4.00점],2012년평가원고3문과6월27
2012년(2013학년도) 평가원 고3문과 6월 28 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 28 [4.00점],2012년평가원고3문과6월28
2012년(2013학년도) 평가원 고3문과 6월 29 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 29 [4.00점],2012년평가원고3문과6월29
2012년(2013학년도) 평가원 고3문과 6월 3 [2.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 3 [2.00점],2012년평가원고3문과6월3
2012년(2013학년도) 평가원 고3문과 6월 30 [4.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 30 [4.00점],2012년평가원고3문과6월30
2012년(2013학년도) 평가원 고3문과 6월 4 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 4 [3.00점],2012년평가원고3문과6월4
2012년(2013학년도) 평가원 고3문과 6월 5 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 5 [3.00점],2012년평가원고3문과6월5
2012년(2013학년도) 평가원 고3문과 6월 6 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 6 [3.00점],2012년평가원고3문과6월6
2012년(2013학년도) 평가원 고3문과 6월 7 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 7 [3.00점],2012년평가원고3문과6월7
2012년(2013학년도) 평가원 고3문과 6월 8 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 8 [3.00점],2012년평가원고3문과6월8
2012년(2013학년도) 평가원 고3문과 6월 9 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 6월 9 [3.00점],2012년평가원고3문과6월9
2012년(2013학년도) 평가원 고3문과 9월 1 [2.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 9월 1 [2.00점],2012년평가원고3문과9월1
2012년(2013학년도) 평가원 고3문과 9월 10 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 9월 10 [3.00점],2012년평가원고3문과9월10
2012년(2013학년도) 평가원 고3문과 9월 11 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 9월 11 [3.00점],2012년평가원고3문과9월11
2012년(2013학년도) 평가원 고3문과 9월 12 [3.00점] 이과.md,성공,2012년(2013학년도) 평가원 고3문과 9월 12 [3.00점],2012년평가원고3문과9월12
