파일명,매칭된_출처,상태,매칭키
2015년(2016학년도) 사관학교 고3문과 7월 18 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 18 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월18
2015년(2016학년도) 사관학교 고3문과 7월 19 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 19 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월19
2015년(2016학년도) 사관학교 고3문과 7월 2 [2.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 2 [2.00점],성공,2015년(2016학년도)사관학교고3문과7월2
2015년(2016학년도) 사관학교 고3문과 7월 20 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 20 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월20
2015년(2016학년도) 사관학교 고3문과 7월 21 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 21 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월21
2015년(2016학년도) 사관학교 고3문과 7월 22 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 22 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월22
2015년(2016학년도) 사관학교 고3문과 7월 23 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 23 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월23
2015년(2016학년도) 사관학교 고3문과 7월 24 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 24 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월24
2015년(2016학년도) 사관학교 고3문과 7월 25 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 25 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월25
2015년(2016학년도) 사관학교 고3문과 7월 26 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 26 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월26
2015년(2016학년도) 사관학교 고3문과 7월 27 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 27 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월27
2015년(2016학년도) 사관학교 고3문과 7월 28 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 28 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월28
2015년(2016학년도) 사관학교 고3문과 7월 29 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 29 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월29
2015년(2016학년도) 사관학교 고3문과 7월 3 [2.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 3 [2.00점],성공,2015년(2016학년도)사관학교고3문과7월3
2015년(2016학년도) 사관학교 고3문과 7월 30 [4.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 30 [4.00점],성공,2015년(2016학년도)사관학교고3문과7월30
2015년(2016학년도) 사관학교 고3문과 7월 4 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 4 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월4
2015년(2016학년도) 사관학교 고3문과 7월 5 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 5 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월5
2015년(2016학년도) 사관학교 고3문과 7월 6 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 6 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월6
2015년(2016학년도) 사관학교 고3문과 7월 7 [3.00점].md,2015년(2016학년도) 사관학교 고3문과 7월 7 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월7
2015년(2016학년도) 사관학교 고3문과 7월 8 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 8 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월8
2015년(2016학년도) 사관학교 고3문과 7월 9 [3.00점] 이과.md,2015년(2016학년도) 사관학교 고3문과 7월 9 [3.00점],성공,2015년(2016학년도)사관학교고3문과7월9
2015년(2016학년도) 사관학교 고3이과 7월 1 [2.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 1 [2.00점],성공,2015년(2016학년도)사관학교고3이과7월1
2015년(2016학년도) 사관학교 고3이과 7월 10 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 10 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월10
2015년(2016학년도) 사관학교 고3이과 7월 11 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 11 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월11
2015년(2016학년도) 사관학교 고3이과 7월 12 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 12 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월12
2015년(2016학년도) 사관학교 고3이과 7월 13 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 13 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월13
2015년(2016학년도) 사관학교 고3이과 7월 14 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 14 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월14
2015년(2016학년도) 사관학교 고3이과 7월 15 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 15 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월15
2015년(2016학년도) 사관학교 고3이과 7월 16 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 16 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월16
2015년(2016학년도) 사관학교 고3이과 7월 17 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 17 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월17
2015년(2016학년도) 사관학교 고3이과 7월 18 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 18 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월18
2015년(2016학년도) 사관학교 고3이과 7월 19 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 19 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월19
2015년(2016학년도) 사관학교 고3이과 7월 2 [2.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 2 [2.00점],성공,2015년(2016학년도)사관학교고3이과7월2
2015년(2016학년도) 사관학교 고3이과 7월 20 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 20 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월20
2015년(2016학년도) 사관학교 고3이과 7월 21 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 21 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월21
2015년(2016학년도) 사관학교 고3이과 7월 22 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 22 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월22
2015년(2016학년도) 사관학교 고3이과 7월 23 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 23 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월23
2015년(2016학년도) 사관학교 고3이과 7월 24 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 24 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월24
2015년(2016학년도) 사관학교 고3이과 7월 25 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 25 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월25
2015년(2016학년도) 사관학교 고3이과 7월 26 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 26 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월26
2015년(2016학년도) 사관학교 고3이과 7월 27 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 27 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월27
2015년(2016학년도) 사관학교 고3이과 7월 28 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 28 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월28
2015년(2016학년도) 사관학교 고3이과 7월 29 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 29 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월29
2015년(2016학년도) 사관학교 고3이과 7월 3 [2.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 3 [2.00점],성공,2015년(2016학년도)사관학교고3이과7월3
2015년(2016학년도) 사관학교 고3이과 7월 30 [4.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 30 [4.00점],성공,2015년(2016학년도)사관학교고3이과7월30
2015년(2016학년도) 사관학교 고3이과 7월 4 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 4 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월4
2015년(2016학년도) 사관학교 고3이과 7월 5 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 5 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월5
2015년(2016학년도) 사관학교 고3이과 7월 6 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 6 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월6
2015년(2016학년도) 사관학교 고3이과 7월 7.md,2015년(2016학년도) 사관학교 고3이과 7월 7,성공,2015년(2016학년도)사관학교고3이과7월7
2015년(2016학년도) 사관학교 고3이과 7월 8 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 8 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월8
2015년(2016학년도) 사관학교 고3이과 7월 9 [3.00점] 문과.md,2015년(2016학년도) 사관학교 고3이과 7월 9 [3.00점],성공,2015년(2016학년도)사관학교고3이과7월9
2015년(2016학년도) 평가원 고3문과 11월 1 [2.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 1 [2.00점],성공,2015년(2016학년도)평가원고3문과11월1
2015년(2016학년도) 평가원 고3문과 11월 10 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 10 [3.00점],성공,2015년(2016학년도)평가원고3문과11월10
2015년(2016학년도) 평가원 고3문과 11월 11 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 11 [3.00점],성공,2015년(2016학년도)평가원고3문과11월11
2015년(2016학년도) 평가원 고3문과 11월 12 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 12 [3.00점],성공,2015년(2016학년도)평가원고3문과11월12
2015년(2016학년도) 평가원 고3문과 11월 13 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 13 [3.00점],성공,2015년(2016학년도)평가원고3문과11월13
2015년(2016학년도) 평가원 고3문과 11월 14 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 14 [4.00점],성공,2015년(2016학년도)평가원고3문과11월14
2015년(2016학년도) 평가원 고3문과 11월 15 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 15 [4.00점],성공,2015년(2016학년도)평가원고3문과11월15
2015년(2016학년도) 평가원 고3문과 11월 16 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 16 [4.00점],성공,2015년(2016학년도)평가원고3문과11월16
2015년(2016학년도) 평가원 고3문과 11월 17 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 17 [4.00점],성공,2015년(2016학년도)평가원고3문과11월17
2015년(2016학년도) 평가원 고3문과 11월 18 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 18 [4.00점],성공,2015년(2016학년도)평가원고3문과11월18
2015년(2016학년도) 평가원 고3문과 11월 19 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 19 [4.00점],성공,2015년(2016학년도)평가원고3문과11월19
2015년(2016학년도) 평가원 고3문과 11월 2 [2.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 2 [2.00점],성공,2015년(2016학년도)평가원고3문과11월2
2015년(2016학년도) 평가원 고3문과 11월 20 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 20 [4.00점],성공,2015년(2016학년도)평가원고3문과11월20
2015년(2016학년도) 평가원 고3문과 11월 21 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 21 [4.00점],성공,2015년(2016학년도)평가원고3문과11월21
2015년(2016학년도) 평가원 고3문과 11월 22 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 22 [3.00점],성공,2015년(2016학년도)평가원고3문과11월22
2015년(2016학년도) 평가원 고3문과 11월 23 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 23 [3.00점],성공,2015년(2016학년도)평가원고3문과11월23
2015년(2016학년도) 평가원 고3문과 11월 24 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 24 [3.00점],성공,2015년(2016학년도)평가원고3문과11월24
2015년(2016학년도) 평가원 고3문과 11월 25 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 25 [3.00점],성공,2015년(2016학년도)평가원고3문과11월25
2015년(2016학년도) 평가원 고3문과 11월 26 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 26 [4.00점],성공,2015년(2016학년도)평가원고3문과11월26
2015년(2016학년도) 평가원 고3문과 11월 27 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 27 [4.00점],성공,2015년(2016학년도)평가원고3문과11월27
2015년(2016학년도) 평가원 고3문과 11월 28 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 28 [4.00점],성공,2015년(2016학년도)평가원고3문과11월28
2015년(2016학년도) 평가원 고3문과 11월 29 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 29 [4.00점],성공,2015년(2016학년도)평가원고3문과11월29
2015년(2016학년도) 평가원 고3문과 11월 3 [2.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 3 [2.00점],성공,2015년(2016학년도)평가원고3문과11월3
2015년(2016학년도) 평가원 고3문과 11월 30 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 30 [4.00점],성공,2015년(2016학년도)평가원고3문과11월30
2015년(2016학년도) 평가원 고3문과 11월 4 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 4 [3.00점],성공,2015년(2016학년도)평가원고3문과11월4
2015년(2016학년도) 평가원 고3문과 11월 5 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 5 [3.00점],성공,2015년(2016학년도)평가원고3문과11월5
2015년(2016학년도) 평가원 고3문과 11월 6 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 6 [3.00점],성공,2015년(2016학년도)평가원고3문과11월6
2015년(2016학년도) 평가원 고3문과 11월 7 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 7 [3.00점],성공,2015년(2016학년도)평가원고3문과11월7
2015년(2016학년도) 평가원 고3문과 11월 8 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 8 [3.00점],성공,2015년(2016학년도)평가원고3문과11월8
2015년(2016학년도) 평가원 고3문과 11월 9 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 11월 9 [3.00점],성공,2015년(2016학년도)평가원고3문과11월9
2015년(2016학년도) 평가원 고3문과 6월 1 [2.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 6월 1 [2.00점],성공,2015년(2016학년도)평가원고3문과6월1
2015년(2016학년도) 평가원 고3문과 6월 10 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 6월 10 [3.00점],성공,2015년(2016학년도)평가원고3문과6월10
2015년(2016학년도) 평가원 고3문과 6월 11.md,2015년(2016학년도) 평가원 고3문과 6월 11,성공,2015년(2016학년도)평가원고3문과6월11
2015년(2016학년도) 평가원 고3문과 6월 12 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 6월 12 [3.00점],성공,2015년(2016학년도)평가원고3문과6월12
2015년(2016학년도) 평가원 고3문과 6월 13 [3.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 6월 13 [3.00점],성공,2015년(2016학년도)평가원고3문과6월13
2015년(2016학년도) 평가원 고3문과 6월 14 [4.00점] 이과.md,2015년(2016학년도) 평가원 고3문과 6월 14 [4.00점],성공,2015년(2016학년도)평가원고3문과6월14
